34247.0,34265.5,34256.25,18.5,-2.59550192e-10,0.0,84252337.0,1627171562.3746402,PERPETUAL,,BTC-USD-PERPETUAL,Kraken Futures
34442.5,34476.0,34459.25,33.5,,0.0059,4888809.0,1627171562.3746402,QUARTER,210924,BTC-USD-210924,Kraken Futures
35220.5,35269.0,35244.75,48.5,,0.0289,2390491.0,1627171562.3746402,SEMIANNUAL,211231,BTC-USD-211231,Kraken Futures
34243.5,34286.0,34264.75,42.5,,0.0002,4568846.0,1627171562.3746402,MONTH,210730,BTC-USD-210730,Kraken Futures
34263.0,34264.0,34263.5,1.0,,0.0,1661230694.5239,1627171562.465067,PERPETUAL,,BTC-USD-PERPETUAL,FTX Futures
34797.0,34799.0,34798.0,2.0,,0.0156,145792887.4092,1627171562.465067,QUARTER,210924,BTC-USD-210924,FTX Futures
35646.0,35650.0,35648.0,4.0,,0.0404,105131512.5352,1627171562.465067,SEMIANNUAL,211231,BTC-USD-211231,FTX Futures
35235.2,35235.3,35235.25,0.10000000000582077,,0.0292,,1627171562.57101,SEMIANNUAL,211231,BTC-USD-211231,Binance COIN-M
34453.3,34453.4,34453.350000000006,0.09999999999854481,,0.0064,,1627171562.57101,QUARTER,210924,BTC-USD-210924,Binance COIN-M
34234.5,34234.6,34234.55,0.09999999999854481,,0.0,,1627171562.57101,PERPETUAL,,BTC-USD-PERPETUAL,Binance COIN-M
34234.5,34235.0,34234.75,0.5,-0.000251,0.0,891816600.0,1627171562.892116,PERPETUAL,,BTC-USD-PERPETUAL,BitMEX
34493.0,34493.5,34493.25,0.5,,0.0076,14463500.0,1627171562.892116,QUARTER,092121,BTC-USD-092121,BitMEX
35237.0,35245.5,35241.25,8.5,,0.0294,13497600.0,1627171562.892116,SEMIANNUAL,122121,BTC-USD-122121,BitMEX
34246.0,34258.0,34252.0,12.0,-2.59550192e-10,0.0,84241261.0,1627171578.097882,PERPETUAL,,BTC-USD-PERPETUAL,Kraken Futures
34432.5,34464.5,34448.5,32.0,,0.0057,4888809.0,1627171578.097882,QUARTER,210924,BTC-USD-210924,Kraken Futures
35220.5,35261.5,35241.0,41.0,,0.0289,2390491.0,1627171578.097882,SEMIANNUAL,211231,BTC-USD-211231,Kraken Futures
34242.5,34278.0,34260.25,35.5,,0.0002,4568846.0,1627171578.097882,MONTH,210730,BTC-USD-210730,Kraken Futures
34261.0,34262.0,34261.5,1.0,,0.0,1661230694.5239,1627171578.183011,PERPETUAL,,BTC-USD-PERPETUAL,FTX Futures
34800.0,34808.0,34804.0,8.0,,0.0158,145792887.4092,1627171578.183011,QUARTER,210924,BTC-USD-210924,FTX Futures
35639.0,35661.0,35650.0,22.0,,0.0405,105131512.5352,1627171578.183011,SEMIANNUAL,211231,BTC-USD-211231,FTX Futures
35229.3,35229.4,35229.350000000006,0.09999999999854481,,0.0292,,1627171578.5598269,SEMIANNUAL,211231,BTC-USD-211231,Binance COIN-M
34447.9,34448.0,34447.95,0.09999999999854481,,0.0064,,1627171578.5598269,QUARTER,210924,BTC-USD-210924,Binance COIN-M
34230.5,34230.6,34230.55,0.09999999999854481,,0.0,,1627171578.5598269,PERPETUAL,,BTC-USD-PERPETUAL,Binance COIN-M
34236.5,34237.0,34236.75,0.5,-0.000251,0.0,891960700.0,1627171578.963504,PERPETUAL,,BTC-USD-PERPETUAL,BitMEX
34500.5,34501.0,34500.75,0.5,,0.0077,14462500.0,1627171578.963504,QUARTER,092121,BTC-USD-092121,BitMEX
35241.0,35244.0,35242.5,3.0,,0.0294,13497600.0,1627171578.963504,SEMIANNUAL,122121,BTC-USD-122121,BitMEX
34212.5,34231.0,34221.75,18.5,-2.59550192e-10,0.0,83854082.0,1627171594.201205,PERPETUAL,,BTC-USD-PERPETUAL,Kraken Futures
34402.0,34451.0,34426.5,49.0,,0.006,4872655.0,1627171594.201205,QUARTER,210924,BTC-USD-210924,Kraken Futures
35179.5,35247.5,35213.5,68.0,,0.029,2388657.0,1627171594.201205,SEMIANNUAL,211231,BTC-USD-211231,Kraken Futures
34212.5,34253.0,34232.75,40.5,,0.0003,4573296.0,1627171594.201205,MONTH,210730,BTC-USD-210730,Kraken Futures
34267.0,34268.0,34267.5,1.0,,0.0,1661230694.5239,1627171594.2799501,PERPETUAL,,BTC-USD-PERPETUAL,FTX Futures
34800.0,34806.0,34803.0,6.0,,0.0156,145676021.8398,1627171594.2799501,QUARTER,210924,BTC-USD-210924,FTX Futures
35635.0,35657.0,35646.0,22.0,,0.0402,105287260.2733,1627171594.2799501,SEMIANNUAL,211231,BTC-USD-211231,FTX Futures
35202.3,35202.4,35202.350000000006,0.09999999999854481,,0.0294,,1627171594.3555782,SEMIANNUAL,211231,BTC-USD-211231,Binance COIN-M
34418.9,34419.0,34418.95,0.09999999999854481,,0.0065,,1627171594.3555782,QUARTER,210924,BTC-USD-210924,Binance COIN-M
34198.3,34198.4,34198.350000000006,0.09999999999854481,,0.0,,1627171594.3555782,PERPETUAL,,BTC-USD-PERPETUAL,Binance COIN-M
34211.0,34211.5,34211.25,0.5,-0.000251,0.0,892021500.0,1627171594.734726,PERPETUAL,,BTC-USD-PERPETUAL,BitMEX
34460.0,34484.0,34472.0,24.0,,0.0076,14457800.0,1627171594.734726,QUARTER,092121,BTC-USD-092121,BitMEX
