price,premium,24h_volume,timestamp,type,expiry,symbol,exchange
65894.5,0.0,210530300.0,1636404169.1052046,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67670.75,0.027,10869986.0,1636404169.1052046,QUARTER,211231,BTC-USD-211231,Kraken Futures
69187.75,0.05,2618662.0,1636404169.1052046,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66485.0,0.009,3439152.0,1636404169.1052046,MONTH,211126,BTC-USD-211126,Kraken Futures
65885.25,0.0,210266871.0,1636404232.056945,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67657.5,0.0269,10869986.0,1636404232.056945,QUARTER,211231,BTC-USD-211231,Kraken Futures
69184.5,0.0501,2618662.0,1636404232.056945,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66474.25,0.0089,3439152.0,1636404232.056945,MONTH,211126,BTC-USD-211126,Kraken Futures
65880.5,0.0,210118806.0,1636404297.0811117,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67657.5,0.027,10869986.0,1636404297.0811117,QUARTER,211231,BTC-USD-211231,Kraken Futures
69180.25,0.0501,2618662.0,1636404297.0811117,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66469.25,0.0089,3439152.0,1636404297.0811117,MONTH,211126,BTC-USD-211126,Kraken Futures
65905.5,0.0,211146600.0,1636404360.649114,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67664.75,0.0267,10870211.0,1636404360.649114,QUARTER,211231,BTC-USD-211231,Kraken Futures
69207.0,0.0501,2618662.0,1636404360.649114,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66500.0,0.009,3441043.0,1636404360.649114,MONTH,211126,BTC-USD-211126,Kraken Futures
65926.0,0.0,211285531.0,1636404424.1050496,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67692.25,0.0268,10870436.0,1636404424.1050496,QUARTER,211231,BTC-USD-211231,Kraken Futures
69232.0,0.0501,2618662.0,1636404424.1050496,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66521.5,0.009,3441043.0,1636404424.1050496,MONTH,211126,BTC-USD-211126,Kraken Futures
65925.5,0.0,211192504.0,1636404487.057068,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67692.25,0.0268,10870436.0,1636404487.057068,QUARTER,211231,BTC-USD-211231,Kraken Futures
69225.75,0.0501,2618662.0,1636404487.057068,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66521.5,0.009,3441043.0,1636404487.057068,MONTH,211126,BTC-USD-211126,Kraken Futures
65978.0,0.0,210978112.0,1636404550.289067,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67753.75,0.0269,10870886.0,1636404550.289067,QUARTER,211231,BTC-USD-211231,Kraken Futures
69283.0,0.0501,2618662.0,1636404550.289067,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66574.0,0.009,3441043.0,1636404550.289067,MONTH,211126,BTC-USD-211126,Kraken Futures
65962.5,0.0,210739566.0,1636404615.2011602,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67743.5,0.027,10870886.0,1636404615.2011602,QUARTER,211231,BTC-USD-211231,Kraken Futures
69266.75,0.0501,2618662.0,1636404615.2011602,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66555.5,0.009,3441043.0,1636404615.2011602,MONTH,211126,BTC-USD-211126,Kraken Futures
66061.25,0.0,209381278.0,1636404678.2370925,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67817.75,0.0266,10869010.0,1636404678.2370925,QUARTER,211231,BTC-USD-211231,Kraken Futures
69363.25,0.05,2611676.0,1636404678.2370925,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66647.25,0.0089,3440107.0,1636404678.2370925,MONTH,211126,BTC-USD-211126,Kraken Futures
66061.5,0.0,205991888.0,1636404743.849123,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67844.5,0.027,10803958.0,1636404743.849123,QUARTER,211231,BTC-USD-211231,Kraken Futures
69388.25,0.0504,2611676.0,1636404743.849123,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66662.5,0.0091,3411957.0,1636404743.849123,MONTH,211126,BTC-USD-211126,Kraken Futures
66068.25,0.0,205916971.0,1636404806.8355465,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67824.25,0.0266,10806366.0,1636404806.8355465,QUARTER,211231,BTC-USD-211231,Kraken Futures
69365.75,0.0499,2612650.0,1636404806.8355465,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66651.5,0.0088,3411957.0,1636404806.8355465,MONTH,211126,BTC-USD-211126,Kraken Futures
66037.75,0.0,205709732.0,1636404869.641215,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67829.0,0.0271,10857266.0,1636404869.641215,QUARTER,211231,BTC-USD-211231,Kraken Futures
69348.25,0.0501,2612650.0,1636404869.641215,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66636.0,0.0091,3411957.0,1636404869.641215,MONTH,211126,BTC-USD-211126,Kraken Futures
66034.0,0.0,205562408.0,1636404933.9370809,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67805.0,0.0268,10851153.0,1636404933.9370809,QUARTER,211231,BTC-USD-211231,Kraken Futures
69337.5,0.05,2612650.0,1636404933.9370809,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66626.5,0.009,3411657.0,1636404933.9370809,MONTH,211126,BTC-USD-211126,Kraken Futures
66015.5,0.0,205573105.0,1636404997.3132348,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67790.0,0.0269,10851153.0,1636404997.3132348,QUARTER,211231,BTC-USD-211231,Kraken Futures
69331.5,0.0502,2612650.0,1636404997.3132348,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66612.75,0.009,3411657.0,1636404997.3132348,MONTH,211126,BTC-USD-211126,Kraken Futures
66087.0,0.0,205495538.0,1636405061.5530744,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67854.25,0.0267,10847159.0,1636405061.5530744,QUARTER,211231,BTC-USD-211231,Kraken Futures
69455.5,0.051,2616463.0,1636405061.5530744,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66687.5,0.0091,3411657.0,1636405061.5530744,MONTH,211126,BTC-USD-211126,Kraken Futures
66116.75,0.0,205426855.0,1636405124.561162,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67875.25,0.0266,10844403.0,1636405124.561162,QUARTER,211231,BTC-USD-211231,Kraken Futures
69463.5,0.0506,2625012.0,1636405124.561162,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66698.0,0.0088,3411657.0,1636405124.561162,MONTH,211126,BTC-USD-211126,Kraken Futures
66108.5,0.0,205429439.0,1636405188.0170867,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67882.75,0.0268,10842281.0,1636405188.0170867,QUARTER,211231,BTC-USD-211231,Kraken Futures
69463.5,0.0507,2625012.0,1636405188.0170867,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66703.0,0.009,3411657.0,1636405188.0170867,MONTH,211126,BTC-USD-211126,Kraken Futures
66162.5,0.0,205674143.0,1636405250.9692552,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67959.5,0.0272,10848952.0,1636405250.9692552,QUARTER,211231,BTC-USD-211231,Kraken Futures
69551.25,0.0512,2852041.0,1636405250.9692552,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66774.25,0.0092,3388089.0,1636405250.9692552,MONTH,211126,BTC-USD-211126,Kraken Futures
66118.75,0.0,205580509.0,1636405313.9771583,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67898.0,0.0269,10853093.0,1636405313.9771583,QUARTER,211231,BTC-USD-211231,Kraken Futures
69514.75,0.0514,2852041.0,1636405313.9771583,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66736.25,0.0093,3388089.0,1636405313.9771583,MONTH,211126,BTC-USD-211126,Kraken Futures
66132.0,0.0,205442709.0,1636405377.2090642,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67917.75,0.027,10853093.0,1636405377.2090642,QUARTER,211231,BTC-USD-211231,Kraken Futures
69510.0,0.0511,2852041.0,1636405377.2090642,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66737.5,0.0092,3384104.0,1636405377.2090642,MONTH,211126,BTC-USD-211126,Kraken Futures
66125.75,0.0,205758220.0,1636405440.384917,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67925.5,0.0272,10856008.0,1636405440.384917,QUARTER,211231,BTC-USD-211231,Kraken Futures
69513.25,0.0512,2852041.0,1636405440.384917,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66732.5,0.0092,3384104.0,1636405440.384917,MONTH,211126,BTC-USD-211126,Kraken Futures
66124.25,0.0,205775097.0,1636405506.4730558,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67911.5,0.027,10826360.0,1636405506.4730558,QUARTER,211231,BTC-USD-211231,Kraken Futures
69496.25,0.051,2852041.0,1636405506.4730558,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66723.5,0.0091,3384104.0,1636405506.4730558,MONTH,211126,BTC-USD-211126,Kraken Futures
66135.5,0.0,205861267.0,1636405569.481098,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67924.0,0.027,10826360.0,1636405569.481098,QUARTER,211231,BTC-USD-211231,Kraken Futures
69502.25,0.0509,2852041.0,1636405569.481098,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66733.75,0.009,3384104.0,1636405569.481098,MONTH,211126,BTC-USD-211126,Kraken Futures
66156.5,0.0,205938788.0,1636405632.7131002,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67955.75,0.0272,10855732.0,1636405632.7131002,QUARTER,211231,BTC-USD-211231,Kraken Futures
69534.5,0.0511,2852041.0,1636405632.7131002,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66765.75,0.0092,3384104.0,1636405632.7131002,MONTH,211126,BTC-USD-211126,Kraken Futures
66161.75,0.0,206026653.0,1636405696.0010612,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67967.5,0.0273,10855732.0,1636405696.0010612,QUARTER,211231,BTC-USD-211231,Kraken Futures
69554.75,0.0513,2852041.0,1636405696.0010612,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66773.75,0.0093,3384104.0,1636405696.0010612,MONTH,211126,BTC-USD-211126,Kraken Futures
66154.5,0.0,206149339.0,1636405759.0091548,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67947.25,0.0271,10868104.0,1636405759.0091548,QUARTER,211231,BTC-USD-211231,Kraken Futures
69547.75,0.0513,2852041.0,1636405759.0091548,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66764.5,0.0092,3445104.0,1636405759.0091548,MONTH,211126,BTC-USD-211126,Kraken Futures
66172.75,0.0,206205875.0,1636405821.889101,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67964.0,0.0271,10868104.0,1636405821.889101,QUARTER,211231,BTC-USD-211231,Kraken Futures
69552.5,0.0511,2852041.0,1636405821.889101,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66785.0,0.0093,3445104.0,1636405821.889101,MONTH,211126,BTC-USD-211126,Kraken Futures
66203.75,0.0,206208931.0,1636405885.0812917,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
67982.25,0.0269,10868104.0,1636405885.0812917,QUARTER,211231,BTC-USD-211231,Kraken Futures
69569.0,0.0508,2852041.0,1636405885.0812917,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66802.25,0.009,3445104.0,1636405885.0812917,MONTH,211126,BTC-USD-211126,Kraken Futures
66351.5,0.0,207527726.0,1636405948.0890229,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68148.25,0.0271,10924016.0,1636405948.0890229,QUARTER,211231,BTC-USD-211231,Kraken Futures
69736.25,0.051,2859865.0,1636405948.0890229,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66946.25,0.009,3473280.0,1636405948.0890229,MONTH,211126,BTC-USD-211126,Kraken Futures
66288.0,0.0,207486453.0,1636406011.0732455,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68107.25,0.0274,10924116.0,1636406011.0732455,QUARTER,211231,BTC-USD-211231,Kraken Futures
69679.75,0.0512,2859865.0,1636406011.0732455,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66896.75,0.0092,3473780.0,1636406011.0732455,MONTH,211126,BTC-USD-211126,Kraken Futures
66343.5,0.0,207630466.0,1636406074.137114,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68126.75,0.0269,10950699.0,1636406074.137114,QUARTER,211231,BTC-USD-211231,Kraken Futures
69715.75,0.0508,2859865.0,1636406074.137114,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66951.5,0.0092,3471555.0,1636406074.137114,MONTH,211126,BTC-USD-211126,Kraken Futures
66372.75,0.0,207634939.0,1636406137.2011166,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68161.5,0.027,10945607.0,1636406137.2011166,QUARTER,211231,BTC-USD-211231,Kraken Futures
69756.5,0.051,2851865.0,1636406137.2011166,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66969.75,0.009,3469330.0,1636406137.2011166,MONTH,211126,BTC-USD-211126,Kraken Futures
66408.25,0.0,208365309.0,1636406200.3771725,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68206.75,0.0271,10968254.0,1636406200.3771725,QUARTER,211231,BTC-USD-211231,Kraken Futures
69799.75,0.0511,2853756.0,1636406200.3771725,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
67013.25,0.0091,3469330.0,1636406200.3771725,MONTH,211126,BTC-USD-211126,Kraken Futures
66458.5,0.0,208299695.0,1636406266.185069,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68228.5,0.0266,10970212.0,1636406266.185069,QUARTER,211231,BTC-USD-211231,Kraken Futures
69854.75,0.0511,2853756.0,1636406266.185069,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
67053.5,0.009,3469330.0,1636406266.185069,MONTH,211126,BTC-USD-211126,Kraken Futures
66449.75,0.0,208341878.0,1636406329.0811346,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68233.25,0.0268,10972070.0,1636406329.0811346,QUARTER,211231,BTC-USD-211231,Kraken Futures
69854.25,0.0512,2853756.0,1636406329.0811346,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
67059.25,0.0092,3469330.0,1636406329.0811346,MONTH,211126,BTC-USD-211126,Kraken Futures
66412.75,0.0,208284071.0,1636406392.313105,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68218.75,0.0272,10938195.0,1636406392.313105,QUARTER,211231,BTC-USD-211231,Kraken Futures
69810.75,0.0512,2853756.0,1636406392.313105,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
67027.5,0.0093,3439313.0,1636406392.313105,MONTH,211126,BTC-USD-211126,Kraken Futures
66383.75,0.0,208230910.0,1636406455.4893537,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68178.5,0.027,10870995.0,1636406455.4893537,QUARTER,211231,BTC-USD-211231,Kraken Futures
69781.75,0.0512,2853756.0,1636406455.4893537,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
67007.5,0.0094,3439313.0,1636406455.4893537,MONTH,211126,BTC-USD-211126,Kraken Futures
66398.25,0.0,208238023.0,1636406519.0570562,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68191.5,0.027,10870367.0,1636406519.0570562,QUARTER,211231,BTC-USD-211231,Kraken Futures
69801.75,0.0513,2853756.0,1636406519.0570562,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
67021.5,0.0094,3439313.0,1636406519.0570562,MONTH,211126,BTC-USD-211126,Kraken Futures
66413.25,0.0,208263603.0,1636406582.2371268,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68209.5,0.027,10870467.0,1636406582.2371268,QUARTER,211231,BTC-USD-211231,Kraken Futures
69818.0,0.0513,2853756.0,1636406582.2371268,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
67027.0,0.0092,3439314.0,1636406582.2371268,MONTH,211126,BTC-USD-211126,Kraken Futures
66443.75,0.0,208214953.0,1636406646.081146,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68258.5,0.0273,10870693.0,1636406646.081146,QUARTER,211231,BTC-USD-211231,Kraken Futures
69866.25,0.0515,2853756.0,1636406646.081146,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
67061.0,0.0093,3439314.0,1636406646.081146,MONTH,211126,BTC-USD-211126,Kraken Futures
66429.25,0.0,208293100.0,1636406709.6491718,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68232.75,0.0271,10872651.0,1636406709.6491718,QUARTER,211231,BTC-USD-211231,Kraken Futures
69837.25,0.0513,2853756.0,1636406709.6491718,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
67043.75,0.0093,3441314.0,1636406709.6491718,MONTH,211126,BTC-USD-211126,Kraken Futures
66416.5,0.0,207975402.0,1636406772.7130723,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68224.0,0.0272,10844958.0,1636406772.7130723,QUARTER,211231,BTC-USD-211231,Kraken Futures
69832.5,0.0514,2851626.0,1636406772.7130723,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
67033.5,0.0093,3441314.0,1636406772.7130723,MONTH,211126,BTC-USD-211126,Kraken Futures
66304.0,0.0,207911210.0,1636406835.7210927,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68099.25,0.0271,10951216.0,1636406835.7210927,QUARTER,211231,BTC-USD-211231,Kraken Futures
69698.75,0.0512,2851626.0,1636406835.7210927,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66903.75,0.009,3441315.0,1636406835.7210927,MONTH,211126,BTC-USD-211126,Kraken Futures
66319.0,0.0,207775353.0,1636406901.1931655,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68121.25,0.0272,10952074.0,1636406901.1931655,QUARTER,211231,BTC-USD-211231,Kraken Futures
69723.75,0.0513,2847626.0,1636406901.1931655,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66923.0,0.0091,3441315.0,1636406901.1931655,MONTH,211126,BTC-USD-211126,Kraken Futures
66316.0,0.0,207765286.0,1636406964.121204,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68119.75,0.0272,10929974.0,1636406964.121204,QUARTER,211231,BTC-USD-211231,Kraken Futures
69715.5,0.0513,2847626.0,1636406964.121204,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66926.25,0.0092,3441315.0,1636406964.121204,MONTH,211126,BTC-USD-211126,Kraken Futures
66365.0,0.0,207860511.0,1636407027.0730731,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68169.25,0.0272,10931099.0,1636407027.0730731,QUARTER,211231,BTC-USD-211231,Kraken Futures
69770.5,0.0513,2847626.0,1636407027.0730731,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66972.0,0.0091,3441315.0,1636407027.0730731,MONTH,211126,BTC-USD-211126,Kraken Futures
66291.0,0.0,207899756.0,1636407090.1371236,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68099.25,0.0273,10931099.0,1636407090.1371236,QUARTER,211231,BTC-USD-211231,Kraken Futures
69706.25,0.0515,2847626.0,1636407090.1371236,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66899.25,0.0092,3441315.0,1636407090.1371236,MONTH,211126,BTC-USD-211126,Kraken Futures
66244.5,0.0,206924249.0,1636407154.8810406,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68040.75,0.0271,10906836.0,1636407154.8810406,QUARTER,211231,BTC-USD-211231,Kraken Futures
69647.5,0.0514,2852872.0,1636407154.8810406,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66854.75,0.0092,3440315.0,1636407154.8810406,MONTH,211126,BTC-USD-211126,Kraken Futures
66214.75,0.0,206667941.0,1636407217.7772255,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68021.25,0.0273,10907061.0,1636407217.7772255,QUARTER,211231,BTC-USD-211231,Kraken Futures
69636.5,0.0517,2852872.0,1636407217.7772255,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66843.75,0.0095,3440315.0,1636407217.7772255,MONTH,211126,BTC-USD-211126,Kraken Futures
66224.5,0.0,206531583.0,1636407283.1371026,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68016.25,0.0271,10845483.0,1636407283.1371026,QUARTER,211231,BTC-USD-211231,Kraken Futures
69616.0,0.0512,2852872.0,1636407283.1371026,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66842.5,0.0093,3440315.0,1636407283.1371026,MONTH,211126,BTC-USD-211126,Kraken Futures
66227.5,0.0,205938337.0,1636407346.649155,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68022.25,0.0271,10812947.0,1636407346.649155,QUARTER,211231,BTC-USD-211231,Kraken Futures
69621.25,0.0512,2852872.0,1636407346.649155,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66849.75,0.0094,3438090.0,1636407346.649155,MONTH,211126,BTC-USD-211126,Kraken Futures
66208.5,0.0,204749595.0,1636407409.595693,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68002.75,0.0271,10541292.0,1636407409.595693,QUARTER,211231,BTC-USD-211231,Kraken Futures
69605.0,0.0513,2812633.0,1636407409.595693,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66812.0,0.0091,3382604.0,1636407409.595693,MONTH,211126,BTC-USD-211126,Kraken Futures
66222.0,0.0,204326734.0,1636407472.7212143,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68002.0,0.0269,10528885.0,1636407472.7212143,QUARTER,211231,BTC-USD-211231,Kraken Futures
69614.75,0.0512,2811243.0,1636407472.7212143,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66816.75,0.009,3377634.0,1636407472.7212143,MONTH,211126,BTC-USD-211126,Kraken Futures
66229.75,0.0,204161023.0,1636407535.841071,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68003.0,0.0268,10528885.0,1636407535.841071,QUARTER,211231,BTC-USD-211231,Kraken Futures
69618.25,0.0512,2811243.0,1636407535.841071,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66816.75,0.0089,3375795.0,1636407535.841071,MONTH,211126,BTC-USD-211126,Kraken Futures
66235.75,0.0,203803625.0,1636407601.3691156,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68021.5,0.027,10528885.0,1636407601.3691156,QUARTER,211231,BTC-USD-211231,Kraken Futures
69625.75,0.0512,2811243.0,1636407601.3691156,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66825.25,0.0089,3375795.0,1636407601.3691156,MONTH,211126,BTC-USD-211126,Kraken Futures
66262.5,0.0,203795529.0,1636407666.50509,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68069.5,0.0273,10678885.0,1636407666.50509,QUARTER,211231,BTC-USD-211231,Kraken Futures
69665.75,0.0514,2808743.0,1636407666.50509,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66868.25,0.0091,3375795.0,1636407666.50509,MONTH,211126,BTC-USD-211126,Kraken Futures
66369.0,0.0,203801030.0,1636407729.9612527,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68156.0,0.0269,10678885.0,1636407729.9612527,QUARTER,211231,BTC-USD-211231,Kraken Futures
69744.5,0.0509,2808743.0,1636407729.9612527,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66954.25,0.0088,3375795.0,1636407729.9612527,MONTH,211126,BTC-USD-211126,Kraken Futures
66375.75,0.0,203124802.0,1636407793.412562,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68170.25,0.027,10676119.0,1636407793.412562,QUARTER,211231,BTC-USD-211231,Kraken Futures
69760.75,0.051,2807993.0,1636407793.412562,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66963.0,0.0088,3371763.0,1636407793.412562,MONTH,211126,BTC-USD-211126,Kraken Futures
66336.75,0.0,203122577.0,1636407856.401156,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68139.0,0.0272,10676119.0,1636407856.401156,QUARTER,211231,BTC-USD-211231,Kraken Futures
69740.25,0.0513,2807993.0,1636407856.401156,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66937.75,0.0091,3371763.0,1636407856.401156,MONTH,211126,BTC-USD-211126,Kraken Futures
66308.0,0.0,203116385.0,1636407919.913244,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68118.25,0.0273,10676119.0,1636407919.913244,QUARTER,211231,BTC-USD-211231,Kraken Futures
69715.25,0.0514,2807993.0,1636407919.913244,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66909.25,0.0091,3371763.0,1636407919.913244,MONTH,211126,BTC-USD-211126,Kraken Futures
66322.25,0.0,203124613.0,1636407985.2732065,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68110.25,0.027,10676119.0,1636407985.2732065,QUARTER,211231,BTC-USD-211231,Kraken Futures
69718.5,0.0512,2805993.0,1636407985.2732065,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66911.25,0.0089,3371763.0,1636407985.2732065,MONTH,211126,BTC-USD-211126,Kraken Futures
66293.25,0.0,203084560.0,1636408048.1690905,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68105.5,0.0273,10676119.0,1636408048.1690905,QUARTER,211231,BTC-USD-211231,Kraken Futures
69712.5,0.0516,2805993.0,1636408048.1690905,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66903.25,0.0092,3371763.0,1636408048.1690905,MONTH,211126,BTC-USD-211126,Kraken Futures
66289.5,0.0,203085087.0,1636408111.289085,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68084.0,0.0271,10676119.0,1636408111.289085,QUARTER,211231,BTC-USD-211231,Kraken Futures
69703.75,0.0515,2805993.0,1636408111.289085,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66892.0,0.0091,3371763.0,1636408111.289085,MONTH,211126,BTC-USD-211126,Kraken Futures
66229.25,0.0,203064878.0,1636408176.3130789,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68038.75,0.0273,10696119.0,1636408176.3130789,QUARTER,211231,BTC-USD-211231,Kraken Futures
69639.25,0.0515,2805993.0,1636408176.3130789,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
66832.75,0.0091,3371763.0,1636408176.3130789,MONTH,211126,BTC-USD-211126,Kraken Futures
66250.25,0.0,203087070.0,1636408239.04105,PERPETUAL,100101,BTC-USD-PERPETUAL,Kraken Futures
68059.25,0.0273,10702319.0,1636408239.04105,QUARTER,211231,BTC-USD-211231,Kraken Futures
69640.25,0.0512,2805993.0,1636408239.04105,SEMIANNUAL,220325,BTC-USD-220325,Kraken Futures
